,word,counts
11826,weak,3
11827,cube,9
11828,swordsmanship,1
11829,excersise,1
11830,artifcial,1
11831,slighty,1
11832,barrette,3
11833,carefree,1
11834,briskly,7
11835,sand-dune,1
11836,pitbulls,1
11837,homes,14
11838,colliding,7
11839,twizzlers,1
11840,obviously,2
11841,outfield,7
11842,unexpected,1
11843,op,2
11844,disabled,8
11845,chris,3
11846,blue-white,1
11847,discount,3
11848,tow-truck,2
11849,anterior,1
11850,crumpled,2
11851,tailgate,8
11852,balled,2
11853,trader,6
11854,pinches,2
11855,brow,10
11856,pinching,2
11857,headache,1
11858,wildfire,2
11859,air-filled,4
11860,dunes,20
11861,astro,2
11862,miners,3
11863,mitsubishi,1
11864,joey,2
11865,sharpie,3
11866,flimsy,1
11867,assorting,1
11868,ha,4
11869,jesters,3
11870,lade,1
11871,swig,1
11872,brown-sand,1
11873,bunnies,4
11874,halmets,1
11875,patchy,2
11876,oreo,2
11877,oreos,3
11878,bikins,1
11879,wall-ride,1
11880,lightbulbs,1
11881,wrinkley,1
11882,one-handed,5
11883,collective,2
11884,parks,7
11885,bathhouse,1
11886,dressings,1
11887,condiments,5
11888,conococo,1
11889,vaulted,3
11890,axes,3
11891,targets,5
11892,resemble,3
11893,ax-throwing,1
11894,react,2
11895,daring,9
11896,parkour,2
11897,adverting,2
11898,autumnal,2
11899,listed,1
11900,spreadsheet,1
11901,commitment,1
11902,chosen,1
11903,dumpsters,3
11904,heritage,5
11905,warrant,1
11906,solider,12
11907,forces,8
11908,crucial,1
11909,tripoli,1
11910,libya,1
11911,smart,10
11912,entirely,6
11913,trams,1
11914,old-timey,2
11915,joust,7
11916,jousting,7
11917,cosplay,4
11918,swank,1
11919,high-rise,3
11920,markets,6
11921,sops,1
11922,dali,1
11923,carnations,1
11924,parasols,4
11925,reds,4
11926,golds,1
11927,well-planted,1
11928,dialogue,3
11929,nanny,3
11930,hustle,1
11931,cubicle,22
11932,mailboxes,6
11933,pram,2
11934,fronds,4
11935,hail,3
11936,douchebag,1
11937,eccentric,7
11938,harder,1
11939,idling,2
11940,touchdown,8
11941,emo,2
11942,ruble,1
11943,fails,3
11944,riverboat,1
11945,steamboat,1
11946,lioness,4
11947,bison,2
11948,wildebeest,1
11949,magnificent,2
11950,saxaphones,1
11951,zune,5
11952,bouncer,4
11953,mississippi,1
11954,ladie,1
11955,untangles,3
11956,triangle-shaped,2
11957,patrick,15
11958,exception,2
11959,tune,9
11960,headlights,6
11961,haystacks,1
11962,joyride,1
11963,exuberantly,1
11964,chamber,1
11965,residents,4
11966,exersaucer,2
11967,trackside,1
11968,graffti,1
11969,granddaughter,10
11970,stumbling,3
11971,inlaid,1
11972,decker,6
11973,253,1
11974,stuntman,4
11975,fend,1
11976,soocerball,1
11977,cozily,2
11978,remembering,1
11979,argues,2
11980,archways,4
11981,inspirational,1
11982,detaining,1
11983,iraqi,1
11984,arrest,2
11985,apprehending,1
11986,sheaves,1
11987,crunches,2
11988,quarry,1
11989,additional,7
11990,crank,4
11991,bore,1
11992,scythe,5
11993,jack-o-lantern,5
11994,reaper,2
11995,worried,8
11996,keeling,1
11997,zombies,8
11998,horro,1
11999,bloodied,1
12000,haloween,1
12001,pained,2
12002,finds,12
12003,notebooks,10
12004,sect,1
12005,visits,4
12006,bather,1
12007,challenging,9
12008,ozzy,3
12009,poached,1
12010,osbourne,1
12011,considers,5
12012,street-corner,3
12013,toddler-age,1
12014,kneepads,3
12015,fatherly,1
12016,reassurance,1
12017,comforted,3
12018,concern,2
12019,pring,1
12020,stamds,1
12021,tins,2
12022,apparatuses,1
12023,tubs,9
12024,horsemen,2
12025,ferrett,1
12026,stomachs,3
12027,stereo,3
12028,menorah,4
12029,fetched,1
12030,jam,9
12031,idly,6
12032,curry,5
12033,slimy,3
12034,mussel,1
12035,ingests,1
12036,black-clad,1
12037,cabinetry,1
12038,odeon,6
12039,artfully,1
12040,privacy,1
12041,dividers,3
12042,ballot,2
12043,stocky,3
12044,stalks,7
12045,enjoyable,2
12046,pac-man,1
12047,bleached,4
12048,obama,21
12049,filters,1
12050,biden,1
12051,supporter,3
12052,presidential,3
12053,candidate,1
12054,08,1
12055,gregoire,1
12056,democrat,1
12057,everyday,3
12058,5u,1
12059,handgun,8
12060,port-o-potties,2
12061,port-a-potties,3
12062,set-up,4
12063,barack,2
12064,touts,1
12065,recliner,9
12066,raceway,5
12067,riwal,1
12068,celebratory,6
12069,streched,1
12070,brides,3
12071,exuberance,2
12072,overjoyed,2
12073,ecstatic,4
12074,headlong,2
12075,therefore,1
12076,pegs,6
12077,coordinator,1
12078,freefall,1
12079,pheasants,1
12080,etowah,1
12081,beaters,2
12082,quails,1
12083,watchers,3
12084,aggressively,7
12085,essence,2
12086,nothingness,1
12087,holey,1
12088,whiffle,1
12089,vanity,4
12090,subjects,2
12091,off-frame,1
12092,salyo,1
12093,straighten,1
12094,work-type,1
12095,beak,11
12096,stumble,2
12097,blasts,2
12098,sending,6
12099,cues,1
12100,spectated,1
12101,filmier,1
12102,swan,31
12103,unfurling,1
12104,artichokes,3
12105,price,12
12106,jeeps,5
12107,villages,1
12108,kneading,7
12109,kneads,1
12110,doo-rags,1
12111,firehouse,2
12112,footbride,1
12113,red-checked,1
12114,memorable,1
12115,seamstress,4
12116,second-story,1
12117,movers,1
12118,michael,8
12119,jackson,6
12120,thriller,2
12121,explorer,7
12122,starlet,1
12123,shredded,3
12124,.a,3
12125,glee,2
12126,born,4
12127,concealing,1
12128,carpets,3
12129,ordinary,5
12130,semi-naked,1
12131,barb-wire,1
12132,fortess,1
12133,effectiveness,1
12134,marketing,1
12135,classrooms,1
12136,pcs,2
12137,business-casual,1
12138,supervisor,2
12139,manila,2
12140,mahogany,1
12141,determination,4
12142,pints,1
12143,cheetah-print,1
12144,yellow-check,1
12145,neon-green,3
12146,wmoan,1
12147,onrushing,1
12148,clenches,3
12149,grits,2
12150,cul,1
12151,flatly,1
12152,skywalk,4
12153,melancholic,1
12154,applauding,9
12155,aided,3
12156,element,1
12157,blurring,1
12158,refugees,3
12159,disguise,2
12160,grocer,3
12161,jointly,1
12162,athelete,1
12163,ice-skaters,1
12164,mid-turn,2
12165,handcrank,1
12166,scampers,1
12167,withering,1
12168,in-synch,1
12169,pasts,1
12170,redskins,2
12171,folie,1
12172,bedspread,5
12173,color-block,1
12174,whales,4
12175,orca,1
12176,seaworld,1
12177,killer,4
12178,clump,3
12179,garish,5
12180,gaily,1
12181,proffering,2
12182,bangles,1
12183,safron,1
12184,puka,1
12185,unicef,14
12186,mylar,3
12187,peddlers,1
12188,ny,18
12189,dosas,1
12190,sorcerer,1
12191,makings,1
12192,loincloths,1
12193,tripped,1
12194,waterpark,1
12195,minor,2
12196,looker,1
12197,airways,10
12198,copilot,3
12199,airstrip,2
12200,embroidery,4
12201,halves,2
12202,certificate,7
12203,chapel,3
12204,fairies,2
12205,commandos,1
12206,cavorting,1
12207,cut-up,1
12208,lapel,6
12209,husbands,2
12210,boutonniere,2
12211,spectating,6
12212,cranking,2
12213,kidding,1
12214,boaters,5
12215,cultivating,1
12216,windsurfing,15
12217,wind-surfer,1
12218,wisps,1
12219,carpenters,2
12220,bicylist,1
12221,romps,1
12222,greetings,1
12223,bare-back,1
12224,pizzas,8
12225,pinstriped,11
12226,videocameras,1
12227,atmosphere,8
12228,fooling,4
12229,carcasses,1
12230,stored,3
12231,pork,4
12232,processing,7
12233,panoramic,2
12234,overview,2
12235,parasurfs,1
12236,presentations,3
12237,slideshow,3
12238,wholesale,2
12239,sweater-clad,1
12240,perpendicular,4
12241,reentry,1
12242,georgia,2
12243,unparalleled,1
12244,coached,6
12245,vampires,1
12246,vampire,2
12247,treck,1
12248,lifestyles,1
12249,toeing,1
12250,sun-shaped,1
12251,werewolf,1
12252,rapels,1
12253,totem,8
12254,streaks,12
12255,complexion,1
12256,scramble,5
12257,brownish-red,1
12258,confronting,5
12259,bike-riders,1
12260,up-turned,1
12261,segments,1
12262,duties,7
12263,collapsing,2
12264,kiyaking,1
12265,punt,2
12266,sphinx,3
12267,molester,1
12268,fleeing,2
12269,coaster-like,1
12270,mechanisms,1
12271,trundles,1
12272,plastered,3
12273,ensure,3
12274,damp,6
12275,advertised,4
12276,bandaged,6
12277,antics,1
12278,pronounced,1
12279,good-natured,1
12280,white-painted,1
12281,knot,3
12282,swordsman,2
12283,playgroud,2
12284,racking,4
12285,lesson,12
12286,wipeout,1
12287,well-lit,11
12288,shepard,5
12289,canine,3
12290,arctic,3
12291,hauled,1
12292,recked,1
12293,curling,23
12294,bi-plane,3
12295,biplane,3
12296,humping,3
12297,twister,20
12298,mends,3
12299,rainbow-striped,1
12300,watersports,1
12301,seperated,2
12302,nesting,2
12303,footwork,1
12304,imitates,2
12305,pantyhose,8
12306,lingerie,13
12307,undergarments,3
12308,camisoles,1
12309,gains,3
12310,black-green,1
12311,excessive,2
12312,tandom,1
12313,biek,1
12314,attracted,1
12315,roofs,7
12316,motivation,1
12317,absorbed,1
12318,abarrotes,1
12319,needlepoint,1
12320,wetsuite,1
12321,steeple,3
12322,briefcases,8
12323,ashtray,7
12324,bowled,4
12325,back-to-back,4
12326,backstand,1
12327,backbends,2
12328,skims,2
12329,meant,1
12330,sparking,1
12331,armoire,1
12332,vicinity,1
12333,generates,1
12334,whites,5
12335,saluting,16
12336,drak,1
12337,snoozing,2
12338,button-p,1
12339,highschool,1
12340,defended,7
12341,embellished,6
12342,lunchbox,4
12343,silently,3
12344,grey,1
12345,sentence,1
12346,palestinian,6
12347,raked,1
12348,half-pipe,9
12349,again,15
12350,18th,3
12351,mn,1
12352,buffalo,8
12353,restoration,1
12354,horsey,1
12355,zipped,3
12356,racially-mixed,1
12357,inbound,1
12358,underhang,1
12359,daredevil,7
12360,reared,2
12361,violence,9
12362,audiences,2
12363,tiered,6
12364,blended,2
12365,hallways,1
12366,colapsable,1
12367,kimonos,21
12368,geishas,3
12369,mitten,3
12370,high-flying,2
12371,forests,3
12372,lakes,2
12373,stange,1
12374,boja,2
12375,fadaw,1
12376,tajdaw,1
12377,rastafarian,2
12378,crochet,5
12379,rasta,1
12380,post-it,6
12381,post-its,1
12382,to-do,1
12383,posting,7
12384,memo,3
12385,chart,11
12386,snowploe,1
12387,plows,4
12388,tumbleweed,2
12389,gleaning,1
12390,showgirls,2
12391,foyer,3
12392,cleanup,1
12393,bsr,1
12394,handkerchiefs,3
12395,trotted,1
12396,crumb,1
12397,skit,7
12398,springfield,2
12399,donate,1
12400,conagra,2
12401,90,4
12402,degrees,4
12403,export,1
12404,bare-midriffed,1
12405,mini-skirt,3
12406,rave,1
12407,classics,1
12408,goofily,1
12409,jockeys,43
12410,windsurf,1
12411,constructionbike,1
12412,victorian,8
12413,grumpy,4
12414,two-monitored,1
12415,hudge,1
12416,taping,8
12417,extravagent,1
12418,key,10
12419,printing,2
12420,prisoner,6
12421,jailbird,1
12422,blake,2
12423,chrismas,1
12424,chimes,1
12425,takeing,1
12426,detritus,1
12427,mischievous,2
12428,debone,1
12429,saffron,2
12430,shutters,3
12431,throughwindow,1
12432,salt-and-pepper-haired,1
12433,rates,2
12434,bow-like,1
12435,auburn-haired,1
12436,strongly,1
12437,glass-blown,1
12438,votive,1
12439,save,17
12440,ast,1
12441,asti,1
12442,saving,9
12443,education,1
12444,rioting,3
12445,oppose,4
12446,profane,1
12447,decaying,1
12448,noticing,2
12449,toppled,3
12450,sheepdogs,1
12451,dimond,1
12452,unmanned,2
12453,skids,4
12454,reinforced,1
12455,pestle,4
12456,referencing,4
12457,budgets,1
12458,appended,1
12459,grooving,1
12460,bald-headed,2
12461,clause,19
12462,tailcoat,3
12463,experiences,4
12464,ovation,1
12465,applause,2
12466,basking,4
12467,toddler-aged,3
12468,statefarm.com,1
12469,fancily,2
12470,ractrack,1
12471,black-robed,1
12472,rods,8
12473,provided,1
12474,traverses,7
12475,red-dressed,1
12476,kingsworth,1
12477,snowpile,1
12478,don,2
12479,billows,3
12480,burner,2
12481,trepidation,1
12482,carting,5
12483,boatload,1
12484,piloting,4
12485,underfoot,2
12486,bumble,1
12487,flier,4
12488,g-string,1
12489,appearance,2
12490,invade,1
12491,stubble,4
12492,lovingly,4
12493,cabbage,3
12494,cabbages,1
12495,belongs,1
12496,staue,1
12497,loiter,6
12498,spanish-speaking,1
12499,gape,1
12500,....,1
12501,remain,4
12502,fleeces,1
12503,shoveled,2
12504,week,2
12505,dorthy,1
12506,dorothy,1
12507,neat,3
12508,micky,3
12509,smallest,3
12510,disney-themed,1
12511,wrestilng,1
12512,preparer,1
12513,flambe,1
12514,char,1
12515,broil,1
12516,dresser,6
12517,facefirst,1
12518,disturbed,1
12519,multi-cultural,1
12520,dual,1
12521,play-swordfighting,1
12522,tychy,1
12523,miasto,1
12524,placemats,1
12525,bandshell,1
12526,close-by,1
12527,tanktops,1
12528,nitro,1
12529,soccor,1
12530,bubble-maker,1
12531,lopes,1
12532,dc,2
12533,manicure,6
12534,emery,1
12535,pigtail,1
12536,xylophonist,1
12537,keys,18
12538,rollerskater,8
12539,bash,2
12540,mcdonalds,18
12541,secret,2
12542,sleeved-shirt,1
12543,secrets,2
12544,cornrows,1
12545,staffordshire,2
12546,capsule,1
12547,introducing,3
12548,drumset,1
12549,bowels,1
12550,mid-kick,2
12551,peddler,2
12552,pretzel,5
12553,ring-shaped,1
12554,extending,17
12555,eden,3
12556,kickflip,2
12557,gracefully,6
12558,twig,4
12559,salads,4
12560,waxing,2
12561,pursed,2
12562,bleacher,2
12563,pseudo,1
12564,rickshaws,6
12565,operators,2
12566,curbs,1
12567,loft,4
12568,shaka,1
12569,garnished,1
12570,saucy,1
12571,naturally,2
12572,apparantly,1
12573,furious,1
12574,pyrotechnics,3
12575,explosive,1
12576,explosions,1
12577,translucent,2
12578,scan,3
12579,researcher,4
12580,indigo,1
12581,siluettes,1
12582,lavishly,1
12583,embroiders,1
12584,passifier,1
12585,four-wheel,6
12586,pouncing,4
12587,hard-hats,4
12588,bushed,2
12589,stoppie,1
12590,drew,3
12591,disembark,1
12592,busines,1
12593,closeout,1
12594,speedskater,1
12595,golfs,1
12596,frisk,1
12597,intrigued,5
12598,swipes,2
12599,muffin,4
12600,coasts,4
12601,band-mates,1
12602,defends,11
12603,caroling,1
12604,consuming,2
12605,helplessly,1
12606,paced,3
12607,clemson,1
12608,lay-up,4
12609,lifeguard,11
12610,buckled,4
12611,motivational,1
12612,instrumentalist,2
12613,pursues,3
12614,rodent,4
12615,flees,4
12616,swoops,5
12617,yorkers,3
12618,labels,2
12619,claws,1
12620,needling,1
12621,disguises,2
12622,nightlife,1
12623,sick,4
12624,creepy,9
12625,goalkeeper,7
12626,goaltender,3
12627,gallops,4
12628,fireside,1
12629,carbonated,1
12630,refilled,1
12631,pyrex,5
12632,blend,3
12633,whisking,2
12634,christmastime,1
12635,costumers,2
12636,binder,17
12637,caftan,1
12638,bookmarks,1
12639,brave,10
12640,evade,2
12641,tucking,3
12642,tucks,3
12643,playmat,1
12644,orangish,1
12645,boas,3
12646,manequins,1
12647,onsie,1
12648,six-string,2
12649,bohemian,4
12650,basett,1
12651,biscut,1
12652,entails,2
12653,difficult,4
12654,compromising,1
12655,dunking,20
12656,jostles,1
12657,e.s.e,3
12658,tangerine-colored,1
12659,33,9
12660,andre,1
12661,dwellers,1
12662,erupts,1
12663,firecracker,1
12664,fairgrounds,2
12665,dirtbikers,2
12666,motor-cross,4
12667,pedestals,1
12668,tamer,1
12669,wetland,2
12670,reson,1
12671,removal,2
12672,unconscious,1
12673,vibrantly,5
12674,registers,3
12675,residue,1
12676,unlit,2
12677,half-wrapped,1
12678,ripping,3
12679,32,6
12680,hurricanes,1
12681,percussionists,3
12682,piste,2
12683,promting,1
12684,condoms,7
12685,acrouss,1
12686,busying,1
12687,darth,5
12688,wader,1
12689,scheduled,1
12690,gold-fringed,1
12691,governor,2
12692,cuomo,1
12693,fore-ground,3
12694,aboriginal,1
12695,paraglides,1
12696,uproariously,1
12697,swatters,1
12698,lightsaber,3
12699,bright-colored,1
12700,drap,1
12701,nuptials,1
12702,celebrated,5
12703,elephants,22
12704,armadillo,3
12705,telephot,1
12706,wielder,2
12707,patrollers,1
12708,roller-blader,1
12709,flakes,1
12710,woodwind,2
12711,instrumental,3
12712,offered,3
12713,tantrum,3
12714,flashcards,1
12715,excess,4
12716,christmas-themed,2
12717,pamper,1
12718,cigars,9
12719,moustaches,1
12720,goucho,1
12721,cigar,35
12722,mogul,1
12723,moonlight,1
12724,suma,1
12725,todos,1
12726,unclothed,1
12727,tree-filled,1
12728,ripeness,1
12729,signify,5
12730,seminole,1
12731,online,1
12732,gulls,1
12733,hussars,1
12734,syringe,7
12735,medicine,4
12736,needle,9
12737,kakhi,1
12738,smu,2
12739,engulfed,4
12740,rotary,3
12741,dial,2
12742,bears,24
12743,thinner,3
12744,flexible,7
12745,deceptively,1
12746,heron,4
12747,sledder,3
12748,preoccupied,2
12749,geological,2
12750,shimmy,1
12751,windsurfers,3
12752,volcano,9
12753,volcanic,1
12754,shredding,3
12755,sweatshir,1
12756,bb,1
12757,footie,1
12758,snowflakes,4
12759,dutch,3
12760,mimicking,2
12761,folding-chairs,1
12762,pixar,1
12763,ares,1
12764,mountaintops,3
12765,mrs.,7
12766,klaus,1
12767,wreathed,1
12768,quinn,4
12769,gutter,5
12770,sudsy,1
12771,portrate,1
12772,flew,2
12773,candle-lit,1
12774,halfpipe,1
12775,flowed,1
12776,toddles,1
12777,protuberance,1
12778,sucker,7
12779,gritty,3
12780,skull-and-crossbones,1
12781,starve,1
12782,hunt,6
12783,flexes,2
12784,raft-type,2
12785,starfish,7
12786,unzipping,1
12787,abs,2
12788,slapping,1
12789,kawasaki,3
12790,amazement,12
12791,headwrap,2
12792,one-story,1
12793,well-muscled,1
12794,picure,1
12795,referring,1
12796,periods,1
12797,capturing,10
12798,enrolling,3
12799,fender,6
12800,technologies,3
12801,analyzing,3
12802,buttoned,8
12803,batch,5
12804,suffering,2
12805,shedding,2
12806,cookbook,3
12807,vocals,4
12808,clerics,1
12809,deposited,1
12810,backhanded,2
12811,professors,1
12812,complexioned,1
12813,groin,5
12814,experts,5
12815,compare,1
12816,coupons,1
12817,margaritas,1
12818,twenty-something,3
12819,semi-collapsed,1
12820,freecycle,1
12821,blame,1
12822,israel,9
12823,hypocrites,1
12824,judea,1
12825,snowscapes,1
12826,courage,1
12827,rock-strewn,1
12828,patent,1
12829,culprit,1
12830,strobe,3
12831,tango,6
12832,centurion,2
12833,gladiator,9
12834,wipe,6
12835,bile,1
12836,advances,2
12837,mar,1
12838,dominant,2
12839,curls,10
12840,loser,1
12841,crocodiles,2
12842,shallower,1
12843,hannukah,1
12844,pouts,2
12845,convene,1
12846,mantle,4
12847,jaws,5
12848,hansa,1
12849,powerade,2
12850,two-man,1
12851,damn,2
12852,cringes,1
12853,weilding,1
12854,gnome,1
12855,hurdler,1
12856,hurdling,3
12857,screening,1
12858,marquee,6
12859,changes,5
12860,moniter,1
12861,chairlift,5
12862,ventures,2
12863,countless,1
12864,spindly,1
12865,glossy,3
12866,submissive,2
12867,confrontation,4
12868,hurridly,1
12869,gears,7
12870,bakes,3
12871,glassware,5
12872,tribes,2
12873,antonio,1
12874,clutched,1
12875,firearms,1
12876,ak-47,3
12877,tribals,1
12878,israei,1
12879,doorways,1
12880,investigate,4
12881,ignore,2
12882,sledders,1
12883,butchers,7
12884,rotisserie,4
12885,kebab,1
12886,burdens,1
12887,parcels,2
12888,red-vested,2
12889,fastens,3
12890,mid-court,1
12891,ucla,3
12892,half-court,1
12893,god,9
12894,judgement,1
12895,radeo,4
12896,sandy-blonde,1
12897,radio-making,1
12898,page,10
12899,headwraps,3
12900,emotionally,2
12901,picutre,1
12902,icey,1
12903,river-rapids,1
12904,boatful,1
12905,iceskate,1
12906,grass-covered,3
12907,jobbing,1
12908,powerwashing,1
12909,volvo,6
12910,dealership,5
12911,wiggling,1
12912,downsteps,1
12913,passionate,4
12914,sore,1
12915,ta,1
12916,slaloms,1
12917,softballs,1
12918,baseballs,1
12919,flares,2
12920,maids,1
12921,competeition,1
12922,admitted,1
12923,waterhole,1
12924,glacial,1
12925,airtime,2
12926,romantically,1
12927,affectionately,6
12928,re-patching,1
12929,re-roofing,1
12930,lake-side,2
12931,logger,1
12932,cage-style,1
12933,eroded,1
12934,alcove,4
12935,coopers,1
12936,tapped,2
12937,d.c.,2
12938,distinguished,3
12939,archaic,2
12940,sickle,3
12941,clamping,1
12942,armpit,1
12943,bundled-up,2
12944,ottoman,2
12945,caffeine,1
12946,managers,1
12947,talents,2
12948,baskers,1
12949,recital,8
12950,backset,1
12951,half-naked,3
12952,spiritual,1
12953,torii,1
12954,smartly-dressed,2
12955,charming,2
12956,orhtophonie,2
12957,lighter-skinned,1
12958,gingerly,3
12959,uno,5
12960,yellows,1
12961,flopping,2
12962,sumo,25
12963,exposition,2
12964,violently,4
12965,manuever,1
12966,white-skinned,3
12967,blindfolds,4
12968,salvar,2
12969,planeta,2
12970,knitters,1
12971,retired,1
12972,dipaola,2
12973,propels,4
12974,daintiest,1
12975,slightest,1
12976,fire-dancer,1
12977,junction,1
12978,eldery,2
12979,cycler,1
12980,slum-like,1
12981,dacshund,1
12982,1299,2
12983,scraped,1
12984,1102,2
12985,diagrams,2
12986,pin-stripe,1
12987,clinic,3
12988,swooping,4
12989,progressively,1
12990,frayed,1
12991,pawed,1
12992,streches,1
12993,gatorade,1
12994,ballplayer,3
12995,'who,1
12996,muffins,2
12997,wrote,1
12998,snoring,1
12999,vine-covered,1
13000,cheeseburger,1
13001,fast-food,1
13002,encouraging,6
13003,breakdancers,1
13004,tracksuits,3
13005,preserver,3
13006,prison,3
13007,hatch,5
13008,hedge,12
13009,heights,4
13010,entices,1
13011,right-hand,4
13012,tobaggan,1
13013,archaeologists,5
13014,doze,1
13015,crosswalks,2
13016,policeperson,1
13017,alphabet,3
13018,chaotic,1
13019,illuminates,1
13020,lionist,1
13021,cougar,1
13022,'clown,1
13023,distract,3
13024,trampling,1
13025,bullring,2
13026,sum,1
13027,competiting,1
13028,competiton,1
13029,bullpen,3
13030,ingredient,2
13031,billy,4
13032,cuisine,2
13033,announces,1
13034,tye-dye,3
13035,upclose,1
13036,blurs,1
13037,mashed,1
13038,all-blue,1
13039,winter-gear,1
13040,belay,1
13041,carhartt,2
13042,bobcat,3
13043,bulldozes,2
13044,bulldozing,1
13045,oatmeal,3
13046,mouthful,2
13047,review,6
13048,fairytale,1
13049,pugs,5
13050,satisfy,2
13051,labors,2
13052,easily,3
13053,hackey,1
13054,ballerinas,30
13055,spotlights,7
13056,actresses,3
13057,staged,4
13058,dominican,2
13059,voodoo,1
13060,funeral,4
13061,according,4
13062,long-spandex,1
13063,squirrel,14
13064,restoring,1
13065,musher,3
13066,waing,1
13067,respectively,5
13068,backback,1
13069,indicated,1
13070,shrouded,4
13071,sketches,5
13072,german-shepherd,1
13073,human-size,1
13074,exercise-wheel,1
13075,standard,4
13076,weird-looking,1
13077,bryant,5
13078,fade,1
13079,flurries,1
13080,anciet,1
13081,mandita,2
13082,associate,1
13083,manicured,8
13084,jade,1
13085,nuns,9
13086,attemping,1
13087,hollow,5
13088,crippled,3
13089,decline,1
13090,glvoes,1
13091,snowballs,1
13092,ear-piece,1
13093,cadet,4
13094,branded,6
13095,read-out,1
13096,swimcap,1
13097,torso-deep,1
13098,headcover,1
13099,doll-like,1
13100,beef,5
13101,schoolboy,1
13102,zchtv,1
13103,footage,1
13104,reported,1
13105,crewmen,1
13106,identification,2
13107,racedog,1
13108,patterns,4
13109,photograhi,1
13110,equpiment,1
13111,equpitment,1
13112,flatscreen,1
13113,lecturer,2
13114,tiretracks,1
13115,inspired,5
13116,caucasion,1
13117,fencers,16
13118,anorak,4
13119,untangling,2
13120,untangle,1
13121,guidewire,1
13122,stretcher,9
13123,cooperate,1
13124,rescued,2
13125,spalding,2
13126,bergwacht,1
13127,bugle,1
13128,importance,1
13129,headlight,6
13130,cattails,2
13131,barbell,8
13132,hot-air,2
13133,pecks,1
13134,pecking,1
13135,cautiously,3
13136,apartments,2
13137,siren,1
13138,outwards,3
13139,trikes,1
13140,korn,3
13141,satellite,2
13142,sang,1
13143,bicyler,1
13144,u.,2
13145,cock-pit,1
13146,housekeeper,1
13147,maid,7
13148,birdwatching,1
13149,surfaces,2
13150,ignores,4
13151,suprised,1
13152,rapper,5
13153,blockers,3
13154,chipmunk,1
13155,basic,1
13156,singles,1
13157,heaps,2
13158,flighht,1
13159,ovals,2
13160,doe,2
13161,publications,1
13162,venerable,1
13163,two-liter,2
13164,liter,1
13165,funnel,5
13166,discover,2
13167,antennae,1
13168,realign,1
13169,brown-and-white,1
13170,masonic,1
13171,apparently-closed,1
13172,flo,2
13173,evergreens,2
13174,budding,2
13175,acroos,1
13176,snowfield,3
13177,permed,2
13178,client,6
13179,perm,1
13180,suggestive,1
13181,revel,1
13182,halway,1
13183,casque,1
13184,obligatoire,1
13185,walkng,1
13186,roosters,2
13187,fronted,1
13188,double-doors,1
13189,ls,1
13190,nametags,1
13191,rock-climber,1
13192,half-way,1
13193,pitted,1
13194,overtaken,2
13195,161,2
13196,hamper,3
13197,graffiti-filled,3
13198,eatable,1
13199,abundance,2
13200,fitted,9
13201,loose-fitting,2
13202,sveral,3
13203,shrugs,4
13204,sarcastic,1
13205,attitude,2
13206,mayan,1
13207,willie,2
13208,nelson,2
13209,north,9
13210,carolina,6
13211,gauntlet,1
13212,fishbowl,2
13213,advertizing,1
13214,stapling,4
13215,staples,2
13216,dat,1
13217,borader,1
13218,delighted,3
13219,burka,3
13220,vocabulary,1
13221,colecting,1
13222,vary,1
13223,consoling,2
13224,fred,1
13225,locks,3
13226,rotweiler,2
13227,perfors,1
13228,necessary,3
13229,look-alike,2
13230,chevron,4
13231,dept,2
13232,grayish-brown,1
13233,weimeraners,1
13234,deter,1
13235,outmaneuver,1
13236,shoulder-deep,1
13237,interpretative,2
13238,flippers,9
13239,fashionably,3
13240,exhausted,10
13241,injuring,2
13242,beaks,1
13243,huskey,1
13244,streetway,1
13245,all-male,1
13246,gust,1
13247,bailing,2
13248,forks,4
13249,gnaws,2
13250,tinsel,6
13251,garland,2
13252,garages,1
13253,residences,1
13254,startled,7
13255,poem,4
13256,red-lit,2
13257,griding,1
13258,nerdy,2
13259,correct,4
13260,outfitted,4
13261,lavish,3
13262,rebound,10
13263,pvc,2
13264,seedoo,1
13265,clover,6
13266,mosque-like,1
13267,trekkies,1
13268,unsual,1
13269,shy,4
13270,fright,2
13271,utah,4
13272,proclaim,2
13273,videographers,1
13274,promote,6
13275,horrific,1
13276,childern,2
13277,wisks,1
13278,latinos,1
13279,duet,6
13280,tan-skinned,3
13281,diversity,1
13282,breakroom,2
13283,alternatively,1
13284,fiddler,2
13285,accordionist,1
13286,gnu,2
13287,barechested,2
13288,rips,2
13289,stork,1
13290,clenched,7
13291,stab,1
13292,weaver,2
13293,concrete-block,1
13294,shot-on-goal,1
13295,circumvents,1
13296,tented,3
13297,jumpinjg,1
13298,clasp,2
13299,backgroud,3
13300,skii,1
13301,motley,1
13302,punched,3
13303,adjustments,9
13304,unkempt,5
13305,screened,3
13306,hardly,2
13307,insert,3
13308,imprinted,2
13309,bizarrely,1
13310,hovers,8
13311,hosiery,1
13312,soggy,2
13313,well-groomed,1
13314,military-style,1
13315,puff,3
13316,overflow,3
13317,popper,1
13318,aig,2
13319,rehearse,3
13320,aerobic,1
13321,magnificant,1
13322,equadorian,1
13323,gladstone,1
13324,engraving,4
13325,handcrafted,2
13326,labradoodle,3
13327,wring,1
13328,reveals,3
13329,car-wash,1
13330,behalf,2
13331,habitat,2
13332,humanity,1
13333,rebuilt,2
13334,measures,5
